,Date,Close
0,2020-11-03,1650.2099609375
1,2020-11-04,1749.1300048828125
2,2020-11-05,1763.3699951171875
3,2020-11-06,1761.75
4,2020-11-09,1763.0
5,2020-11-10,1740.3900146484375
6,2020-11-11,1752.7099609375
7,2020-11-12,1749.8399658203125
8,2020-11-13,1777.02001953125
9,2020-11-16,1781.3800048828125
10,2020-11-17,1770.1500244140625
11,2020-11-18,1746.780029296875
12,2020-11-19,1763.9200439453125
13,2020-11-20,1742.18994140625
14,2020-11-23,1734.8599853515625
15,2020-11-24,1768.8800048828125
16,2020-11-25,1771.4300537109375
17,2020-11-27,1793.18994140625
18,2020-11-30,1760.739990234375
19,2020-12-01,1798.0999755859375
20,2020-12-02,1827.949951171875
21,2020-12-03,1826.77001953125
22,2020-12-04,1827.989990234375
23,2020-12-07,1819.47998046875
24,2020-12-08,1818.550048828125
25,2020-12-09,1784.1300048828125
26,2020-12-10,1775.3299560546875
27,2020-12-11,1781.77001953125
28,2020-12-14,1760.06005859375
29,2020-12-15,1767.77001953125
30,2020-12-16,1763.0
31,2020-12-17,1747.9000244140625
32,2020-12-18,1731.010009765625
33,2020-12-21,1739.3699951171875
34,2020-12-22,1723.5
35,2020-12-23,1732.3800048828125
36,2020-12-24,1738.8499755859375
37,2020-12-28,1776.0899658203125
38,2020-12-29,1758.719970703125
39,2020-12-30,1739.52001953125
40,2020-12-31,1751.8800048828125
41,2021-01-04,1728.239990234375
42,2021-01-05,1740.9200439453125
43,2021-01-06,1735.2900390625
44,2021-01-07,1787.25
45,2021-01-08,1807.2099609375
46,2021-01-11,1766.719970703125
47,2021-01-12,1746.550048828125
48,2021-01-13,1754.4000244140625
49,2021-01-14,1740.1800537109375
50,2021-01-15,1736.18994140625
51,2021-01-19,1790.8599853515625
52,2021-01-20,1886.9000244140625
53,2021-01-21,1891.25
54,2021-01-22,1901.050048828125
55,2021-01-25,1899.4000244140625
56,2021-01-26,1917.239990234375
57,2021-01-27,1830.7900390625
58,2021-01-28,1863.1099853515625
59,2021-01-29,1835.739990234375
60,2021-02-01,1901.3499755859373
61,2021-02-02,1927.510009765625
62,2021-02-03,2070.070068359375
63,2021-02-04,2062.3701171875
64,2021-02-05,2098.0
65,2021-02-08,2092.909912109375
66,2021-02-09,2083.510009765625
67,2021-02-10,2095.3798828125
68,2021-02-11,2095.889892578125
69,2021-02-12,2104.110107421875
70,2021-02-16,2121.89990234375
71,2021-02-17,2128.31005859375
72,2021-02-18,2117.199951171875
73,2021-02-19,2101.139892578125
74,2021-02-22,2064.8798828125
75,2021-02-23,2070.860107421875
76,2021-02-24,2095.169921875
77,2021-02-25,2031.3599853515625
78,2021-02-26,2036.8599853515625
79,2021-03-01,2081.510009765625
80,2021-03-02,2075.840087890625
81,2021-03-03,2026.7099609375
82,2021-03-04,2049.090087890625
83,2021-03-05,2108.5400390625
84,2021-03-08,2024.1700439453125
85,2021-03-09,2052.699951171875
86,2021-03-10,2055.030029296875
87,2021-03-11,2114.77001953125
88,2021-03-12,2061.919921875
89,2021-03-15,2066.489990234375
90,2021-03-16,2092.52001953125
91,2021-03-17,2091.080078125
92,2021-03-18,2036.219970703125
93,2021-03-19,2043.199951171875
94,2021-03-22,2038.5899658203125
95,2021-03-23,2052.9599609375
96,2021-03-24,2045.06005859375
97,2021-03-25,2044.3599853515625
98,2021-03-26,2035.550048828125
99,2021-03-29,2055.949951171875
100,2021-03-30,2055.5400390625
101,2021-03-31,2068.6298828125
102,2021-04-01,2137.75
103,2021-04-05,2225.550048828125
104,2021-04-06,2224.75
105,2021-04-07,2249.679931640625
106,2021-04-08,2265.43994140625
107,2021-04-09,2285.8798828125
108,2021-04-12,2254.7900390625
109,2021-04-13,2267.27001953125
110,2021-04-14,2254.840087890625
111,2021-04-15,2296.659912109375
112,2021-04-16,2297.760009765625
113,2021-04-19,2302.39990234375
114,2021-04-20,2293.6298828125
115,2021-04-21,2293.2900390625
116,2021-04-22,2267.919921875
117,2021-04-23,2315.300048828125
118,2021-04-26,2326.739990234375
119,2021-04-27,2307.1201171875
120,2021-04-28,2379.909912109375
121,2021-04-29,2429.889892578125
122,2021-04-30,2410.1201171875
123,2021-05-03,2395.169921875
124,2021-05-04,2354.25
125,2021-05-05,2356.739990234375
126,2021-05-06,2381.35009765625
127,2021-05-07,2398.68994140625
128,2021-05-10,2341.659912109375
129,2021-05-11,2308.760009765625
130,2021-05-12,2239.080078125
131,2021-05-13,2261.969970703125
132,2021-05-14,2316.159912109375
133,2021-05-17,2321.409912109375
134,2021-05-18,2303.429931640625
135,2021-05-19,2308.7099609375
136,2021-05-20,2356.090087890625
137,2021-05-21,2345.10009765625
138,2021-05-24,2406.669921875
139,2021-05-25,2409.070068359375
140,2021-05-26,2433.530029296875
141,2021-05-27,2402.510009765625
142,2021-05-28,2411.56005859375
143,2021-06-01,2429.81005859375
144,2021-06-02,2421.280029296875
145,2021-06-03,2404.610107421875
146,2021-06-04,2451.760009765625
147,2021-06-07,2466.090087890625
148,2021-06-08,2482.85009765625
149,2021-06-09,2491.39990234375
150,2021-06-10,2521.60009765625
151,2021-06-11,2513.929931640625
152,2021-06-14,2527.0400390625
153,2021-06-15,2520.659912109375
154,2021-06-16,2513.929931640625
155,2021-06-17,2527.419921875
156,2021-06-18,2511.35009765625
157,2021-06-21,2529.10009765625
158,2021-06-22,2539.989990234375
159,2021-06-23,2529.22998046875
160,2021-06-24,2545.639892578125
161,2021-06-25,2539.89990234375
162,2021-06-28,2536.389892578125
163,2021-06-29,2520.3701171875
164,2021-06-30,2506.320068359375
165,2021-07-01,2527.3701171875
166,2021-07-02,2574.3798828125
167,2021-07-06,2595.419921875
168,2021-07-07,2601.550048828125
169,2021-07-08,2583.5400390625
170,2021-07-09,2591.489990234375
171,2021-07-12,2611.280029296875
172,2021-07-13,2619.889892578125
173,2021-07-14,2641.64990234375
174,2021-07-15,2625.330078125
175,2021-07-16,2636.909912109375
176,2021-07-19,2585.080078125
177,2021-07-20,2622.030029296875
178,2021-07-21,2652.010009765625
179,2021-07-22,2666.570068359375
180,2021-07-23,2756.320068359375
181,2021-07-26,2792.889892578125
182,2021-07-27,2735.929931640625
183,2021-07-28,2727.6298828125
184,2021-07-29,2730.81005859375
185,2021-07-30,2704.419921875
186,2021-08-02,2719.7900390625
187,2021-08-03,2725.60009765625
188,2021-08-04,2720.570068359375
189,2021-08-05,2738.800048828125
190,2021-08-06,2740.719970703125
191,2021-08-09,2760.0400390625
192,2021-08-10,2761.929931640625
193,2021-08-11,2753.7900390625
194,2021-08-12,2767.7900390625
195,2021-08-13,2768.1201171875
196,2021-08-16,2778.320068359375
197,2021-08-17,2746.010009765625
198,2021-08-18,2731.39990234375
199,2021-08-19,2738.27001953125
200,2021-08-20,2768.739990234375
201,2021-08-23,2821.989990234375
202,2021-08-24,2847.969970703125
203,2021-08-25,2859.0
204,2021-08-26,2842.4599609375
205,2021-08-27,2891.010009765625
206,2021-08-30,2909.389892578125
207,2021-08-31,2909.239990234375
208,2021-09-01,2916.840087890625
209,2021-09-02,2884.3798828125
210,2021-09-03,2895.5
211,2021-09-07,2910.3798828125
212,2021-09-08,2897.669921875
213,2021-09-09,2898.27001953125
214,2021-09-10,2838.419921875
215,2021-09-13,2869.300048828125
216,2021-09-14,2868.1201171875
217,2021-09-15,2904.1201171875
218,2021-09-16,2887.469970703125
219,2021-09-17,2829.27001953125
220,2021-09-20,2780.340087890625
221,2021-09-21,2792.929931640625
222,2021-09-22,2818.77001953125
223,2021-09-23,2836.530029296875
224,2021-09-24,2852.659912109375
225,2021-09-27,2830.02001953125
226,2021-09-28,2723.679931640625
227,2021-09-29,2690.419921875
228,2021-09-30,2665.31005859375
229,2021-10-01,2729.25
230,2021-10-04,2675.300048828125
231,2021-10-05,2723.5400390625
232,2021-10-06,2747.080078125
233,2021-10-07,2783.7099609375
234,2021-10-08,2801.1201171875
235,2021-10-11,2776.949951171875
236,2021-10-12,2734.260009765625
237,2021-10-13,2758.0
238,2021-10-14,2828.239990234375
239,2021-10-15,2833.5
240,2021-10-18,2859.2099609375
241,2021-10-19,2876.43994140625
242,2021-10-20,2848.300048828125
243,2021-10-21,2855.610107421875
244,2021-10-22,2772.5
245,2021-10-25,2775.4599609375
246,2021-10-26,2793.43994140625
247,2021-10-27,2928.550048828125
248,2021-10-28,2922.580078125
249,2021-10-29,2965.409912109375
250,2021-11-01,2875.47998046875
251,2021-11-02,2917.260009765625
252,2021-11-03,2935.800048828125
253,2021-11-04,2973.659912109375
254,2021-11-05,2984.820068359375
255,2021-11-08,2987.030029296875
256,2021-11-09,2984.969970703125
257,2021-11-10,2932.52001953125
258,2021-11-11,2934.9599609375
259,2021-11-12,2992.909912109375
260,2021-11-15,2987.760009765625
261,2021-11-16,2981.52001953125
262,2021-11-17,2981.239990234375
263,2021-11-18,3014.179931640625
264,2021-11-19,2999.050048828125
265,2021-11-22,2941.570068359375
266,2021-11-23,2935.139892578125
267,2021-11-24,2934.35009765625
268,2021-11-26,2856.1201171875
269,2021-11-29,2922.280029296875
270,2021-11-30,2849.0400390625
271,2021-12-01,2832.360107421875
272,2021-12-02,2875.530029296875
273,2021-12-03,2850.409912109375
274,2021-12-06,2875.929931640625
275,2021-12-07,2960.72998046875
276,2021-12-08,2974.409912109375
277,2021-12-09,2962.1201171875
278,2021-12-10,2973.5
279,2021-12-13,2934.090087890625
280,2021-12-14,2899.409912109375
281,2021-12-15,2947.3701171875
282,2021-12-16,2896.77001953125
283,2021-12-17,2856.06005859375
284,2021-12-20,2848.030029296875
285,2021-12-21,2884.409912109375
286,2021-12-22,2938.97998046875
287,2021-12-23,2942.85009765625
288,2021-12-27,2961.280029296875
289,2021-12-28,2928.9599609375
290,2021-12-29,2930.090087890625
291,2021-12-30,2920.050048828125
292,2021-12-31,2893.590087890625
293,2022-01-03,2901.489990234375
294,2022-01-04,2888.330078125
295,2022-01-05,2753.070068359375
296,2022-01-06,2751.02001953125
297,2022-01-07,2740.090087890625
298,2022-01-10,2771.47998046875
299,2022-01-11,2797.340087890625
